Date,Price,Open,High,Low,Vol.,Change %
27-Jan-15,108.26,108.11,108.81,107.63,6.39M,-0.57%
26-Jan-15,108.88,107.22,109.35,106.32,7.67M,1.90%
23-Jan-15,106.85,108.22,108.75,106.73,7.98M,-1.90%
22-Jan-15,108.92,108.76,109.12,106.99,7.47M,0.70%
21-Jan-15,108.16,106.79,108.27,106.35,8.27M,1.59%
20-Jan-15,106.47,104.56,106.58,103.81,10.41M,1.28%
16-Jan-15,105.12,102.47,105.14,102.47,12.60M,2.39%
15-Jan-15,102.67,104.41,104.94,102.53,9.66M,-1.18%
14-Jan-15,103.9,103.2,104.41,101.83,14.12M,-0.29%
13-Jan-15,104.2,106.92,107.66,103.19,13.28M,-1.59%
12-Jan-15,105.88,107.47,107.47,105.56,8.91M,-2.15%
9-Jan-15,108.21,110.14,110.22,107.67,9.58M,-1.99%
8-Jan-15,110.41,109.19,110.44,108.6,8.65M,2.29%
7-Jan-15,107.94,109.25,109.72,107.51,10.35M,-0.08%
6-Jan-15,108.03,107.87,109.02,106.48,11.59M,-0.05%
5-Jan-15,108.08,110.96,111.2,107.44,11.76M,-4.00%
2-Jan-15,112.58,111.63,113,110.85,5.91M,0.36%
31-Dec-14,112.18,111.65,113.31,111.53,6.41M,-0.82%
30-Dec-14,113.11,112.93,113.65,112.15,5.66M,-0.19%
29-Dec-14,113.32,113.44,114.38,112.78,6.04M,0.06%
26-Dec-14,113.25,113.93,114.35,112.82,4.38M,-0.19%
24-Dec-14,113.47,113.66,114.14,112.07,4.54M,-0.42%
23-Dec-14,113.95,112.76,114.45,112.32,8.09M,1.71%
22-Dec-14,112.03,112.36,112.99,111.07,9.43M,-0.80%
19-Dec-14,112.93,109.53,112.96,108.5,15.72M,3.58%
18-Dec-14,109.03,108.01,109.03,105.49,13.53M,2.84%
17-Dec-14,106.02,102.18,106.59,102.01,13.36M,4.25%
16-Dec-14,101.7,100.5,104.47,100.15,12.72M,0.83%
15-Dec-14,100.86,103.13,103.91,100.42,13.14M,-1.48%
12-Dec-14,102.38,103.76,104.35,102.37,12.01M,-2.41%
11-Dec-14,104.91,104.97,107.27,104.3,10.29M,0.05%
10-Dec-14,104.86,106.22,106.25,103.07,15.07M,-2.01%
9-Dec-14,107.01,106.17,108.15,106.13,11.06M,0.20%
8-Dec-14,106.8,109.89,109.94,106.41,13.81M,-3.67%
5-Dec-14,110.87,111.79,112.29,110.71,7.66M,-1.26%
4-Dec-14,112.28,113.08,113.08,111.01,8.24M,-1.26%
3-Dec-14,113.71,114.74,114.82,113.15,8.06M,-0.27%
2-Dec-14,114.02,111.27,114.56,110.89,8.55M,2.05%
1-Dec-14,111.73,109.38,112.49,108.68,13.40M,2.63%
28-Nov-14,108.87,111.59,111.69,108.43,11.94M,-5.42%
26-Nov-14,115.11,116.07,116.35,115.02,6.72M,-0.90%
25-Nov-14,116.15,117.8,117.82,115.63,6.67M,-1.22%
24-Nov-14,117.59,118.13,118.58,117.15,5.81M,-0.83%
21-Nov-14,118.58,118.79,118.91,117.73,7.36M,1.08%
20-Nov-14,117.31,116.16,117.47,116.16,5.27M,0.72%
19-Nov-14,116.47,115.97,116.68,115.07,4.27M,0.87%
18-Nov-14,115.47,115.97,116.63,115.25,5.68M,-0.24%
17-Nov-14,115.75,115.96,116.15,115.27,5.71M,-0.49%
14-Nov-14,116.32,115.7,116.35,115.42,4.89M,-0.11%
13-Nov-14,116.45,117.09,117.47,115.64,11.02M,-1.02%
12-Nov-14,117.65,117.86,118.71,117.38,4.92M,-0.67%
11-Nov-14,118.44,117.95,118.67,117.3,3.96M,0.44%
10-Nov-14,117.92,119.58,119.67,117.31,6.11M,-0.74%
7-Nov-14,118.8,118.75,119.73,118.36,7.37M,0.23%
6-Nov-14,118.53,116.9,118.55,116.36,6.38M,1.26%
5-Nov-14,117.05,117.27,117.3,114.86,6.60M,1.46%
4-Nov-14,115.37,115.99,116.02,114.8,9.59M,-1.21%
3-Nov-14,116.78,119.83,119.97,116.46,10.34M,-2.64%
31-Oct-14,119.95,118.35,120.17,116.39,10.67M,2.35%
30-Oct-14,117.2,116.18,117.25,115.57,5.17M,0.05%
29-Oct-14,117.14,118,118.93,116.1,6.87M,0.01%
28-Oct-14,117.13,116.17,117.27,115.16,7.27M,1.83%
27-Oct-14,115.02,114.38,115.37,113.46,6.72M,-0.77%
24-Oct-14,115.91,116.19,116.26,114.53,5.51M,-0.24%
23-Oct-14,116.19,116,117.32,114.95,7.20M,1.92%
22-Oct-14,114,115.2,116.24,113.91,7.21M,-0.95%
21-Oct-14,115.09,113.18,115.17,112.91,8.90M,3.23%
20-Oct-14,111.49,111.53,112.28,110.97,8.83M,-0.28%
17-Oct-14,111.8,111.78,112.74,110.73,10.90M,0.67%
16-Oct-14,111.06,107.96,111.32,107.2,11.91M,1.64%
15-Oct-14,109.27,108.57,109.5,106.65,15.28M,-0.46%
14-Oct-14,109.78,112.6,113.05,109.1,11.54M,-2.01%
13-Oct-14,112.03,113.55,114.59,111.85,7.80M,-1.63%
10-Oct-14,113.89,114.7,115.73,112.88,9.26M,-0.54%
9-Oct-14,114.51,117.02,117.08,114.24,11.49M,-2.92%
8-Oct-14,117.95,115.83,118.25,115.15,9.52M,1.66%
7-Oct-14,116.02,117.47,118.43,116,7.31M,-1.75%
6-Oct-14,118.09,117.91,119.05,117.28,5.41M,0.32%
3-Oct-14,117.71,118.16,118.16,116.4,6.30M,0.51%
2-Oct-14,117.11,117.39,117.9,116.13,8.17M,-0.46%
1-Oct-14,117.65,118.8,119.35,117.38,8.03M,-1.40%
30-Sep-14,119.32,120.51,120.51,118.66,8.39M,-1.02%
29-Sep-14,120.55,120.72,120.74,119.14,6.79M,-0.76%
26-Sep-14,121.47,120.55,122.04,120.02,5.51M,0.65%
25-Sep-14,120.68,122.2,122.61,120.68,6.47M,-1.41%
24-Sep-14,122.4,123.07,123.07,120.85,8.01M,-0.54%
23-Sep-14,123.06,123.53,123.98,122.86,5.62M,-0.35%
22-Sep-14,123.49,124.6,124.92,123.47,5.85M,-1.05%
19-Sep-14,124.8,124.94,125.7,124.64,10.09M,0.53%
18-Sep-14,124.14,124.85,125.04,123.85,4.69M,-0.47%
17-Sep-14,124.72,125.13,125.49,124.45,4.58M,-0.19%
16-Sep-14,124.96,124.06,125.68,123.61,6.59M,0.58%
15-Sep-14,124.24,122.35,124.78,122.06,5.45M,1.29%
12-Sep-14,122.66,123.54,123.66,122.21,4.92M,-0.94%
11-Sep-14,123.83,123.28,124.07,122.41,6.57M,-0.36%
10-Sep-14,124.28,124.46,124.74,123.01,10.95M,-0.72%
9-Sep-14,125.18,124.49,125.79,124.26,6.73M,-0.82%
8-Sep-14,126.21,126.68,126.75,125.69,4.21M,-0.93%
5-Sep-14,127.4,127.15,127.44,126.16,5.04M,0.47%
4-Sep-14,126.8,128.21,128.46,126.2,5.20M,-0.83%
